prompt,checkpoint,dim,cosine,max_abs_err,mean_abs_err,rmse,l2_rel_err,first_divergence,status
TEST-C,ckpt12b_block_02_gqa_k,512,0.99829751,0.082589,0.020778,0.025706,0.058328,YES,PASS
TEST-C,ckpt12b_block_05_gqa_k,512,0.99766551,0.096219,0.024134,0.030349,0.068304,YES,PASS
TEST-C,ckpt12b_block_23_gqa_k,512,0.99704621,0.118035,0.027668,0.035002,0.076814,YES,PASS
TEST-C,ckpt12c_block_02_gqa_v,512,0.99821771,0.080116,0.020411,0.025909,0.059715,YES,PASS
TEST-C,ckpt12c_block_05_gqa_v,512,0.99792062,0.097093,0.024653,0.030380,0.064476,YES,PASS
TEST-C,ckpt12c_block_23_gqa_v,512,0.99792602,0.112038,0.027475,0.034675,0.064381,YES,PASS
TEST-C,ckpt13_block_02_gqa_attention,2560,0.99153859,0.059119,0.014894,0.018851,0.130461,YES,PASS
TEST-C,ckpt13_block_05_gqa_attention,2560,0.98977843,0.080855,0.017749,0.022021,0.144182,YES,PASS
TEST-C,ckpt13_block_23_gqa_attention,2560,0.99376487,0.086373,0.021035,0.026051,0.111948,YES,PASS
TEST-C,ckpt14_block_02_gqa_out_proj,2560,0.99178375,0.028778,0.006625,0.008264,0.129004,YES,PASS
TEST-C,ckpt14_block_05_gqa_out_proj,2560,0.99045226,0.040607,0.007672,0.009692,0.139625,YES,PASS
TEST-C,ckpt14_block_23_gqa_out_proj,2560,0.99846143,0.048092,0.009064,0.011371,0.055464,YES,PASS
TEST-C,ckpt15_block_02_gqa_residual,2560,0.99830908,0.213468,0.051152,0.063920,0.058372,YES,PASS
TEST-C,ckpt15_block_05_gqa_residual,2560,0.99765927,0.300420,0.069657,0.086743,0.069147,YES,PASS
TEST-C,ckpt15_block_23_gqa_residual,2560,0.99675649,0.699152,0.155698,0.195765,0.085857,YES,PASS
TEST-C,ckpt16_block_00_ffn_norm,2560,0.99894322,0.169854,0.036701,0.045973,0.045973,YES,PASS
TEST-C,ckpt16_block_01_ffn_norm,2560,0.99821989,0.199993,0.047985,0.059667,0.059668,YES,PASS
TEST-C,ckpt16_block_02_ffn_norm,2560,0.99830908,0.197360,0.046571,0.058153,0.058153,YES,PASS
TEST-C,ckpt16_block_03_ffn_norm,2560,0.99786877,0.218132,0.052040,0.065287,0.065287,YES,PASS
TEST-C,ckpt16_block_04_ffn_norm,2560,0.99746534,0.249240,0.056970,0.071199,0.071199,YES,PASS
TEST-C,ckpt16_block_05_ffn_norm,2560,0.99765927,0.237620,0.054897,0.068421,0.068421,YES,PASS
TEST-C,ckpt16_block_12_ffn_norm,2560,0.99651266,0.299185,0.066753,0.083514,0.083514,YES,PASS
TEST-C,ckpt16_block_23_ffn_norm,2560,0.99675649,0.276457,0.064073,0.080542,0.080542,YES,PASS
TEST-C,ckpt17_block_00_ffn_gate,6912,0.99894473,0.079565,0.016273,0.020388,0.045956,YES,PASS
TEST-C,ckpt17_block_01_ffn_gate,6912,0.99838107,0.108306,0.020865,0.026082,0.056896,YES,PASS
TEST-C,ckpt17_block_02_ffn_gate,6912,0.99843784,0.102576,0.020194,0.025358,0.055907,YES,PASS
TEST-C,ckpt17_block_03_ffn_gate,6912,0.99802078,0.100871,0.022746,0.028521,0.062915,YES,PASS
TEST-C,ckpt17_block_04_ffn_gate,6912,0.99767417,0.114363,0.024890,0.031071,0.068196,YES,PASS
TEST-C,ckpt17_block_05_ffn_gate,6912,0.99778151,0.111914,0.023932,0.029983,0.066605,YES,PASS
TEST-C,ckpt17_block_12_ffn_gate,6912,0.99670753,0.156326,0.028861,0.036535,0.081123,YES,PASS
TEST-C,ckpt17_block_23_ffn_gate,6912,0.99692287,0.130592,0.027909,0.034766,0.078427,YES,PASS
TEST-C,ckpt18_block_00_ffn_up,6912,0.99898309,0.080607,0.016109,0.020232,0.045097,YES,PASS
TEST-C,ckpt18_block_01_ffn_up,6912,0.99826823,0.114377,0.021022,0.026327,0.058865,YES,PASS
TEST-C,ckpt18_block_02_ffn_up,6912,0.99844458,0.095988,0.020275,0.025409,0.055773,YES,PASS
TEST-C,ckpt18_block_03_ffn_up,6912,0.99797306,0.107880,0.022812,0.028509,0.063686,YES,PASS
TEST-C,ckpt18_block_04_ffn_up,6912,0.99766954,0.121720,0.024903,0.031149,0.068317,YES,PASS
TEST-C,ckpt18_block_05_ffn_up,6912,0.99773509,0.112508,0.024066,0.030187,0.067295,YES,PASS
TEST-C,ckpt18_block_12_ffn_up,6912,0.99683036,0.135877,0.029026,0.036344,0.079589,YES,PASS
TEST-C,ckpt18_block_23_ffn_up,6912,0.99677599,0.140849,0.028127,0.035230,0.080410,YES,PASS
TEST-C,ckpt19_block_00_ffn_activation,6912,0.99891132,0.065460,0.004504,0.007043,0.046853,YES,PASS
TEST-C,ckpt19_block_01_ffn_activation,6912,0.99829018,0.116821,0.006065,0.009697,0.058477,YES,PASS
TEST-C,ckpt19_block_02_ffn_activation,6912,0.99847975,0.117913,0.005771,0.009072,0.055162,YES,PASS
TEST-C,ckpt19_block_03_ffn_activation,6912,0.99814004,0.094812,0.006485,0.010201,0.061030,YES,PASS
TEST-C,ckpt19_block_04_ffn_activation,6912,0.99770518,0.106972,0.007145,0.011311,0.067718,YES,PASS
TEST-C,ckpt19_block_05_ffn_activation,6912,0.99797299,0.148824,0.006788,0.010688,0.063815,YES,PASS
TEST-C,ckpt19_block_12_ffn_activation,6912,0.99564548,0.192592,0.008491,0.013591,0.093223,YES,PASS
TEST-C,ckpt19_block_23_ffn_activation,6912,0.99420770,0.115650,0.007284,0.010725,0.107519,YES,PASS
TEST-C,ckpt20_block_00_ffn_down,2560,0.99883807,0.014644,0.003551,0.004435,0.048414,YES,PASS
TEST-C,ckpt20_block_01_ffn_down,2560,0.99871049,0.018339,0.004243,0.005309,0.050895,YES,PASS
TEST-C,ckpt20_block_02_ffn_down,2560,0.99876597,0.020323,0.003998,0.005045,0.049800,YES,PASS
TEST-C,ckpt20_block_03_ffn_down,2560,0.99811406,0.021801,0.004963,0.006250,0.061401,YES,PASS
TEST-C,ckpt20_block_04_ffn_down,2560,0.99842927,0.020287,0.004669,0.005803,0.056034,YES,PASS
TEST-C,ckpt20_block_05_ffn_down,2560,0.99805250,0.022607,0.005028,0.006297,0.062495,YES,PASS
TEST-C,ckpt20_block_12_ffn_down,2560,0.99745650,0.024905,0.004938,0.006262,0.071406,YES,PASS
TEST-C,ckpt20_block_23_ffn_down,2560,0.99530561,0.016641,0.003876,0.004884,0.096788,YES,PASS
TEST-C,ckpt21_block_00_ffn_residual,2560,0.99899581,0.171706,0.037618,0.046901,0.044865,YES,PASS
TEST-C,ckpt21_block_01_ffn_residual,2560,0.99833348,0.211157,0.050718,0.063299,0.057952,YES,PASS
TEST-C,ckpt21_block_02_ffn_residual,2560,0.99841605,0.223566,0.051525,0.064319,0.056589,YES,PASS
TEST-C,ckpt21_block_03_ffn_residual,2560,0.99803437,0.269742,0.060046,0.075328,0.063195,YES,PASS
TEST-C,ckpt21_block_04_ffn_residual,2560,0.99766283,0.296412,0.069272,0.086462,0.069080,YES,PASS
TEST-C,ckpt21_block_05_ffn_residual,2560,0.99782273,0.300952,0.069795,0.087002,0.066768,YES,PASS
TEST-C,ckpt21_block_06_ffn_residual,2560,0.99729755,0.349894,0.081853,0.101974,0.074911,YES,PASS
TEST-C,ckpt21_block_07_ffn_residual,2560,0.99689608,0.392674,0.092233,0.115212,0.080620,YES,PASS
TEST-C,ckpt21_block_08_ffn_residual,2560,0.99709361,0.404018,0.092975,0.115928,0.078147,YES,PASS
TEST-C,ckpt21_block_09_ffn_residual,2560,0.99686933,0.455558,0.101331,0.127035,0.081885,YES,PASS
TEST-C,ckpt21_block_10_ffn_residual,2560,0.99663609,0.529965,0.109423,0.136975,0.084838,YES,PASS
TEST-C,ckpt21_block_11_ffn_residual,2560,0.99681124,0.537113,0.109574,0.137403,0.082702,YES,PASS
TEST-C,ckpt21_block_12_ffn_residual,2560,0.99670355,0.521855,0.116515,0.145631,0.084661,YES,PASS
TEST-C,ckpt21_block_13_ffn_residual,2560,0.99662374,0.533267,0.122635,0.152910,0.085999,YES,PASS
TEST-C,ckpt21_block_14_ffn_residual,2560,0.99675682,0.540717,0.123440,0.153936,0.084360,YES,PASS
TEST-C,ckpt21_block_15_ffn_residual,2560,0.99669594,0.621865,0.129724,0.161758,0.085617,YES,PASS
TEST-C,ckpt21_block_16_ffn_residual,2560,0.99665465,0.638458,0.134467,0.168041,0.086241,YES,PASS
TEST-C,ckpt21_block_17_ffn_residual,2560,0.99680133,0.631301,0.134951,0.168629,0.084351,YES,PASS
TEST-C,ckpt21_block_18_ffn_residual,2560,0.99669574,0.640181,0.141182,0.176522,0.086110,YES,PASS
TEST-C,ckpt21_block_19_ffn_residual,2560,0.99667617,0.619035,0.146147,0.182327,0.086576,YES,PASS
TEST-C,ckpt21_block_20_ffn_residual,2560,0.99679206,0.638898,0.146708,0.182927,0.085056,YES,PASS
TEST-C,ckpt21_block_21_ffn_residual,2560,0.99677074,0.671427,0.150749,0.188397,0.085562,YES,PASS
TEST-C,ckpt21_block_22_ffn_residual,2560,0.99669241,0.702186,0.155870,0.195633,0.086821,YES,PASS
TEST-C,ckpt21_block_23_ffn_residual,2560,0.99681527,0.704939,0.155783,0.195691,0.085082,YES,PASS
TEST-C,ckpt22_final_norm,2560,0.99681527,0.274056,0.063506,0.079809,0.079809,YES,PASS
TEST-C,ckpt23_lm_head_input,2560,0.99681527,0.274056,0.063506,0.079809,0.079809,YES,PASS
TEST-C,ckpt24_logits,65536,0.99930123,0.239825,0.037117,0.046599,0.037584,YES,PASS
TEST-D,ckpt01_embed,2560,1.00000000,0.000000,0.000000,0.000000,0.000000,NO,PASS
TEST-D,ckpt02_block_00_input,2560,1.00000000,0.000000,0.000000,0.000000,0.000000,NO,PASS
TEST-D,ckpt02_block_01_input,2560,0.99925727,0.140717,0.030612,0.038346,0.038551,YES,PASS
TEST-D,ckpt02_block_02_input,2560,0.99859039,0.172403,0.042289,0.052945,0.053147,YES,PASS
TEST-D,ckpt02_block_03_input,2560,0.99853582,0.182534,0.043331,0.054198,0.054167,YES,PASS
TEST-D,ckpt02_block_04_input,2560,0.99789798,0.229047,0.052030,0.065077,0.064835,YES,PASS
TEST-D,ckpt02_block_05_input,2560,0.99712864,0.276753,0.060565,0.076141,0.075795,YES,PASS
TEST-D,ckpt02_block_06_input,2560,0.99708077,0.280961,0.061516,0.077010,0.076404,YES,PASS
TEST-D,ckpt02_block_07_input,2560,0.99633828,0.315945,0.068994,0.086491,0.085530,YES,PASS
TEST-D,ckpt02_block_08_input,2560,0.99552874,0.337151,0.076361,0.095873,0.094509,YES,PASS
TEST-D,ckpt02_block_09_input,2560,0.99552127,0.344504,0.076985,0.096758,0.094578,YES,PASS
TEST-D,ckpt02_block_10_input,2560,0.99501441,0.369927,0.082073,0.102482,0.099765,YES,PASS
TEST-D,ckpt02_block_11_input,2560,0.99441587,0.367438,0.086961,0.108525,0.105595,YES,PASS
TEST-D,ckpt02_block_12_input,2560,0.99440213,0.368317,0.087445,0.109369,0.105696,YES,PASS
TEST-D,ckpt02_block_13_input,2560,0.99370624,0.431082,0.092806,0.116033,0.112100,YES,PASS
TEST-D,ckpt02_block_14_input,2560,0.99296281,0.441597,0.098054,0.123022,0.118533,YES,PASS
TEST-D,ckpt02_block_15_input,2560,0.99295713,0.434603,0.098611,0.123723,0.118579,YES,PASS
TEST-D,ckpt02_block_16_input,2560,0.99217409,0.476668,0.104521,0.130995,0.124944,YES,PASS
TEST-D,ckpt02_block_17_input,2560,0.99161603,0.532579,0.108650,0.135798,0.129297,YES,PASS
TEST-D,ckpt02_block_18_input,2560,0.99176488,0.526360,0.108952,0.136567,0.128153,YES,PASS
TEST-D,ckpt02_block_19_input,2560,0.99129258,0.507874,0.112664,0.140856,0.131782,YES,PASS
TEST-D,ckpt02_block_20_input,2560,0.99071984,0.518721,0.117162,0.145980,0.136036,YES,PASS
TEST-D,ckpt02_block_21_input,2560,0.99114132,0.514636,0.117304,0.146667,0.132895,YES,PASS
TEST-D,ckpt02_block_22_input,2560,0.99063510,0.552760,0.120897,0.151620,0.136619,YES,PASS
TEST-D,ckpt02_block_23_input,2560,0.98991422,0.541902,0.126159,0.158134,0.141755,YES,PASS
TEST-D,ckpt03_block_00_state_norm,2560,1.00000000,0.000020,0.000004,0.000005,0.000005,YES,PASS
TEST-D,ckpt03_block_01_state_norm,2560,0.99925727,0.141177,0.030769,0.038542,0.038542,YES,PASS
TEST-D,ckpt03_block_03_state_norm,2560,0.99853582,0.183163,0.043268,0.054114,0.054114,YES,PASS
TEST-D,ckpt03_block_04_state_norm,2560,0.99789798,0.228118,0.051839,0.064838,0.064838,YES,PASS
TEST-D,ckpt03_block_12_state_norm,2560,0.99440213,0.355768,0.084650,0.105810,0.105810,YES,PASS
TEST-D,ckpt04_block_00_state_in_proj,5120,0.99996465,0.014552,0.002971,0.003689,0.008421,YES,PASS
TEST-D,ckpt04_block_01_state_in_proj,5120,0.99922501,0.062051,0.013822,0.017233,0.039367,YES,PASS
TEST-D,ckpt04_block_03_state_in_proj,5120,0.99840049,0.088156,0.019191,0.024072,0.056538,YES,PASS
TEST-D,ckpt04_block_04_state_in_proj,5120,0.99787765,0.124164,0.022450,0.028140,0.065210,YES,PASS
TEST-D,ckpt04_block_12_state_in_proj,5120,0.99446921,0.172364,0.037097,0.046429,0.105133,YES,PASS
TEST-D,ckpt05a_block_00_state_gate,2560,0.99996496,0.013334,0.002941,0.003659,0.008378,YES,PASS
TEST-D,ckpt05a_block_01_state_gate,2560,0.99919810,0.060265,0.013970,0.017370,0.040057,YES,PASS
TEST-D,ckpt05a_block_03_state_gate,2560,0.99838429,0.083578,0.019385,0.024142,0.056824,YES,PASS
TEST-D,ckpt05a_block_04_state_gate,2560,0.99793465,0.092429,0.022603,0.028145,0.064387,YES,PASS
TEST-D,ckpt05a_block_12_state_gate,2560,0.99438443,0.158577,0.037914,0.047221,0.106011,YES,PASS
TEST-D,ckpt05b_block_00_state_value,2560,0.99996436,0.014552,0.003001,0.003720,0.008464,YES,PASS
TEST-D,ckpt05b_block_01_state_value,2560,0.99925128,0.062051,0.013674,0.017094,0.038690,YES,PASS
TEST-D,ckpt05b_block_03_state_value,2560,0.99841656,0.088156,0.018997,0.024002,0.056254,YES,PASS
TEST-D,ckpt05b_block_04_state_value,2560,0.99781848,0.124164,0.022298,0.028134,0.066065,YES,PASS
TEST-D,ckpt05b_block_12_state_value,2560,0.99455950,0.172364,0.036280,0.045623,0.104215,YES,PASS
TEST-D,ckpt06_block_00_state_conv,2560,0.52707841,1.648918,0.284677,0.377494,0.974874,YES,DIVERGED
TEST-D,ckpt06_block_01_state_conv,2560,0.54591147,1.557782,0.278102,0.365804,0.963630,YES,DIVERGED
TEST-D,ckpt06_block_03_state_conv,2560,0.55246800,1.738446,0.281733,0.365863,0.931736,YES,DIVERGED
TEST-D,ckpt06_block_04_state_conv,2560,0.55079621,1.615202,0.277859,0.362926,0.950566,YES,DIVERGED
TEST-D,ckpt06_block_12_state_conv,2560,0.54414122,1.700111,0.278012,0.370190,0.956380,YES,DIVERGED
TEST-D,ckpt07_block_00_state_silu,2560,0.99996452,0.008943,0.001483,0.001989,0.008424,YES,PASS
TEST-D,ckpt07_block_01_state_silu,2560,0.99915738,0.048823,0.007010,0.009381,0.041056,YES,PASS
TEST-D,ckpt07_block_03_state_silu,2560,0.99831514,0.056051,0.009887,0.013199,0.058038,YES,PASS
TEST-D,ckpt07_block_04_state_silu,2560,0.99782328,0.071655,0.011390,0.015419,0.066234,YES,PASS
TEST-D,ckpt07_block_12_state_silu,2560,0.99407153,0.129443,0.018786,0.025407,0.108883,YES,PASS
TEST-D,ckpt08_block_00_state_gated,2560,0.53985131,0.968088,0.048844,0.086728,0.930816,YES,DIVERGED
TEST-D,ckpt08_block_01_state_gated,2560,0.50576471,0.928496,0.048742,0.085759,1.011529,YES,DIVERGED
TEST-D,ckpt08_block_03_state_gated,2560,0.56027569,0.582930,0.049047,0.082256,0.909956,YES,DIVERGED
TEST-D,ckpt08_block_04_state_gated,2560,0.53015527,0.696336,0.049325,0.082853,0.981429,YES,DIVERGED
TEST-D,ckpt08_block_12_state_gated,2560,0.52536087,0.764078,0.049441,0.087091,0.959016,YES,DIVERGED
TEST-D,ckpt09_block_00_state_out_proj,2560,0.53778657,0.137832,0.030520,0.038246,0.925989,YES,DIVERGED
TEST-D,ckpt09_block_01_state_out_proj,2560,0.52392850,0.128726,0.029255,0.036487,0.990219,YES,DIVERGED
TEST-D,ckpt09_block_03_state_out_proj,2560,0.57457770,0.123449,0.028860,0.036386,0.895414,YES,DIVERGED
TEST-D,ckpt09_block_04_state_out_proj,2560,0.52906586,0.141473,0.029314,0.036915,0.978076,YES,DIVERGED
TEST-D,ckpt09_block_12_state_out_proj,2560,0.52725557,0.145921,0.030411,0.038064,0.956540,YES,DIVERGED
TEST-D,ckpt10_block_00_state_residual,2560,0.99925896,0.137832,0.030520,0.038246,0.038508,YES,PASS
TEST-D,ckpt10_block_01_state_residual,2560,0.99858929,0.172773,0.042240,0.052913,0.053167,YES,PASS
TEST-D,ckpt10_block_03_state_residual,2560,0.99789961,0.227987,0.051974,0.065021,0.064814,YES,PASS
TEST-D,ckpt10_block_04_state_residual,2560,0.99713491,0.280322,0.060563,0.076045,0.075711,YES,PASS
TEST-D,ckpt10_block_12_state_residual,2560,0.99368478,0.419050,0.092788,0.116132,0.112294,YES,PASS
TEST-D,ckpt11_block_02_gqa_norm,2560,0.99859039,0.174107,0.042421,0.053096,0.053096,YES,PASS
TEST-D,ckpt11_block_05_gqa_norm,2560,0.99712864,0.275434,0.060284,0.075781,0.075781,YES,PASS
TEST-D,ckpt11_block_23_gqa_norm,2560,0.98991422,0.488681,0.113276,0.142026,0.142026,YES,PASS
TEST-D,ckpt12a_block_02_gqa_q,2560,0.99858418,0.081133,0.018488,0.023225,0.053282,YES,PASS
TEST-D,ckpt12a_block_05_gqa_q,2560,0.99717108,0.132680,0.025576,0.032349,0.075232,YES,PASS
TEST-D,ckpt12a_block_23_gqa_q,2560,0.99130372,0.228485,0.049723,0.062076,0.131600,YES,PASS
TEST-D,ckpt12b_block_02_gqa_k,512,0.99868303,0.069902,0.018525,0.023452,0.051323,YES,PASS
TEST-D,ckpt12b_block_05_gqa_k,512,0.99701551,0.104587,0.027601,0.033873,0.077205,YES,PASS
TEST-D,ckpt12b_block_23_gqa_k,512,0.98954157,0.206225,0.050639,0.063687,0.144727,YES,PASS
TEST-D,ckpt12c_block_02_gqa_v,512,0.99856390,0.065571,0.018779,0.023414,0.053575,YES,PASS
TEST-D,ckpt12c_block_05_gqa_v,512,0.99744234,0.088985,0.024719,0.030662,0.071483,YES,PASS
TEST-D,ckpt12c_block_23_gqa_v,512,0.99070900,0.173276,0.050244,0.061835,0.136121,YES,PASS
TEST-D,ckpt13_block_02_gqa_attention,2560,0.99236191,0.080057,0.020767,0.025507,0.123455,YES,PASS
TEST-D,ckpt13_block_05_gqa_attention,2560,0.99121227,0.083718,0.021658,0.026995,0.133544,YES,PASS
TEST-D,ckpt13_block_23_gqa_attention,2560,0.99433361,0.111299,0.027169,0.034186,0.106307,YES,PASS
TEST-D,ckpt14_block_02_gqa_out_proj,2560,0.99334914,0.038944,0.008660,0.010925,0.115166,YES,PASS
TEST-D,ckpt14_block_05_gqa_out_proj,2560,0.99164131,0.046432,0.009266,0.011698,0.129905,YES,PASS
TEST-D,ckpt14_block_23_gqa_out_proj,2560,0.99869966,0.053926,0.012557,0.015656,0.052475,YES,PASS
TEST-D,ckpt15_block_02_gqa_residual,2560,0.99854204,0.182290,0.043189,0.054037,0.054059,YES,PASS
TEST-D,ckpt15_block_05_gqa_residual,2560,0.99709469,0.277567,0.061345,0.076840,0.076222,YES,PASS
TEST-D,ckpt15_block_23_gqa_residual,2560,0.99151789,0.543318,0.126918,0.159348,0.129977,YES,PASS
TEST-D,ckpt16_block_00_ffn_norm,2560,0.99925896,0.138479,0.030725,0.038498,0.038498,YES,PASS
TEST-D,ckpt16_block_01_ffn_norm,2560,0.99858929,0.174349,0.042419,0.053117,0.053117,YES,PASS
TEST-D,ckpt16_block_02_ffn_norm,2560,0.99854204,0.183264,0.043159,0.053999,0.053999,YES,PASS
TEST-D,ckpt16_block_03_ffn_norm,2560,0.99789961,0.227267,0.051808,0.064813,0.064813,YES,PASS
TEST-D,ckpt16_block_04_ffn_norm,2560,0.99713491,0.279026,0.060291,0.075698,0.075698,YES,PASS
TEST-D,ckpt16_block_05_ffn_norm,2560,0.99709469,0.275355,0.060853,0.076227,0.076227,YES,PASS
TEST-D,ckpt16_block_12_ffn_norm,2560,0.99368478,0.405107,0.089831,0.112385,0.112385,YES,PASS
TEST-D,ckpt16_block_23_ffn_norm,2560,0.99151789,0.436752,0.103672,0.130247,0.130247,YES,PASS
TEST-D,ckpt17_block_00_ffn_gate,6912,0.99920926,0.064868,0.013677,0.017072,0.039768,YES,PASS
TEST-D,ckpt17_block_01_ffn_gate,6912,0.99856883,0.084345,0.018622,0.023331,0.053483,YES,PASS
TEST-D,ckpt17_block_02_ffn_gate,6912,0.99849596,0.097629,0.018951,0.023721,0.054846,YES,PASS
TEST-D,ckpt17_block_03_ffn_gate,6912,0.99783309,0.108315,0.022788,0.028429,0.065819,YES,PASS
TEST-D,ckpt17_block_04_ffn_gate,6912,0.99708120,0.139296,0.026662,0.033477,0.076412,YES,PASS
TEST-D,ckpt17_block_05_ffn_gate,6912,0.99710589,0.124615,0.026266,0.033095,0.076067,YES,PASS
TEST-D,ckpt17_block_12_ffn_gate,6912,0.99356552,0.220182,0.039636,0.049534,0.113530,YES,PASS
TEST-D,ckpt17_block_23_ffn_gate,6912,0.99204512,0.230501,0.044992,0.056505,0.126069,YES,PASS
TEST-D,ckpt18_block_00_ffn_up,6912,0.99923534,0.065367,0.013534,0.017048,0.039147,YES,PASS
TEST-D,ckpt18_block_01_ffn_up,6912,0.99853452,0.098023,0.018638,0.023270,0.054124,YES,PASS
TEST-D,ckpt18_block_02_ffn_up,6912,0.99848867,0.089470,0.019144,0.023863,0.054973,YES,PASS
TEST-D,ckpt18_block_03_ffn_up,6912,0.99788547,0.107929,0.022503,0.028361,0.065026,YES,PASS
TEST-D,ckpt18_block_04_ffn_up,6912,0.99710284,0.118622,0.026679,0.033201,0.076106,YES,PASS
TEST-D,ckpt18_block_05_ffn_up,6912,0.99714198,0.126940,0.026555,0.033147,0.075652,YES,PASS
TEST-D,ckpt18_block_12_ffn_up,6912,0.99368918,0.201292,0.038908,0.048638,0.112190,YES,PASS
TEST-D,ckpt18_block_23_ffn_up,6912,0.99150833,0.223911,0.045070,0.056630,0.130227,YES,PASS
TEST-D,ckpt19_block_00_ffn_activation,6912,0.99834852,0.059313,0.003690,0.005578,0.057575,YES,PASS
TEST-D,ckpt19_block_01_ffn_activation,6912,0.99707213,0.072818,0.005099,0.007684,0.076476,YES,PASS
TEST-D,ckpt19_block_02_ffn_activation,6912,0.99673648,0.066405,0.005179,0.007733,0.080752,YES,PASS
TEST-D,ckpt19_block_03_ffn_activation,6912,0.99573783,0.078003,0.006245,0.009352,0.092299,YES,PASS
TEST-D,ckpt19_block_04_ffn_activation,6912,0.99398746,0.113983,0.007312,0.010994,0.109881,YES,PASS
TEST-D,ckpt19_block_05_ffn_activation,6912,0.99382391,0.128705,0.007352,0.011086,0.111053,YES,PASS
TEST-D,ckpt19_block_12_ffn_activation,6912,0.98702663,0.147436,0.010672,0.015839,0.160895,YES,PASS
TEST-D,ckpt19_block_23_ffn_activation,6912,0.98448931,0.159524,0.011588,0.017382,0.175512,YES,PASS
TEST-D,ckpt20_block_00_ffn_down,2560,0.99814622,0.008882,0.002129,0.002653,0.061116,YES,PASS
TEST-D,ckpt20_block_01_ffn_down,2560,0.99694989,0.012891,0.002728,0.003430,0.078053,YES,PASS
TEST-D,ckpt20_block_02_ffn_down,2560,0.99603445,0.012320,0.002894,0.003632,0.089110,YES,PASS
TEST-D,ckpt20_block_03_ffn_down,2560,0.99569510,0.015573,0.003337,0.004198,0.092746,YES,PASS
TEST-D,ckpt20_block_04_ffn_down,2560,0.99363193,0.017401,0.003941,0.004904,0.113224,YES,PASS
TEST-D,ckpt20_block_05_ffn_down,2560,0.99336809,0.018029,0.003901,0.004922,0.114980,YES,PASS
TEST-D,ckpt20_block_12_ffn_down,2560,0.98743899,0.023303,0.005598,0.006963,0.158127,YES,PASS
TEST-D,ckpt20_block_23_ffn_down,2560,0.98828480,0.025238,0.006212,0.007702,0.152645,YES,PASS
TEST-D,ckpt21_block_00_ffn_residual,2560,0.99925727,0.140717,0.030612,0.038346,0.038551,YES,PASS
TEST-D,ckpt21_block_01_ffn_residual,2560,0.99859039,0.172403,0.042289,0.052945,0.053147,YES,PASS
TEST-D,ckpt21_block_02_ffn_residual,2560,0.99853582,0.182534,0.043331,0.054198,0.054167,YES,PASS
TEST-D,ckpt21_block_03_ffn_residual,2560,0.99789798,0.229047,0.052030,0.065077,0.064835,YES,PASS
TEST-D,ckpt21_block_04_ffn_residual,2560,0.99712864,0.276753,0.060565,0.076141,0.075795,YES,PASS
TEST-D,ckpt21_block_05_ffn_residual,2560,0.99708077,0.280961,0.061516,0.077010,0.076404,YES,PASS
TEST-D,ckpt21_block_06_ffn_residual,2560,0.99633828,0.315945,0.068994,0.086491,0.085530,YES,PASS
TEST-D,ckpt21_block_07_ffn_residual,2560,0.99552874,0.337151,0.076361,0.095873,0.094509,YES,PASS
TEST-D,ckpt21_block_08_ffn_residual,2560,0.99552127,0.344504,0.076985,0.096758,0.094578,YES,PASS
TEST-D,ckpt21_block_09_ffn_residual,2560,0.99501441,0.369927,0.082073,0.102482,0.099765,YES,PASS
TEST-D,ckpt21_block_10_ffn_residual,2560,0.99441587,0.367438,0.086961,0.108525,0.105595,YES,PASS
TEST-D,ckpt21_block_11_ffn_residual,2560,0.99440213,0.368317,0.087445,0.109369,0.105696,YES,PASS
TEST-D,ckpt21_block_12_ffn_residual,2560,0.99370624,0.431082,0.092806,0.116033,0.112100,YES,PASS
TEST-D,ckpt21_block_13_ffn_residual,2560,0.99296281,0.441597,0.098054,0.123022,0.118533,YES,PASS
TEST-D,ckpt21_block_14_ffn_residual,2560,0.99295713,0.434603,0.098611,0.123723,0.118579,YES,PASS
TEST-D,ckpt21_block_15_ffn_residual,2560,0.99217409,0.476668,0.104521,0.130995,0.124944,YES,PASS
TEST-D,ckpt21_block_16_ffn_residual,2560,0.99161603,0.532579,0.108650,0.135798,0.129297,YES,PASS
TEST-D,ckpt21_block_17_ffn_residual,2560,0.99176488,0.526360,0.108952,0.136567,0.128153,YES,PASS
TEST-D,ckpt21_block_18_ffn_residual,2560,0.99129258,0.507874,0.112664,0.140856,0.131782,YES,PASS
TEST-D,ckpt21_block_19_ffn_residual,2560,0.99071984,0.518721,0.117162,0.145980,0.136036,YES,PASS
TEST-D,ckpt21_block_20_ffn_residual,2560,0.99114132,0.514636,0.117304,0.146667,0.132895,YES,PASS
TEST-D,ckpt21_block_21_ffn_residual,2560,0.99063510,0.552760,0.120897,0.151620,0.136619,YES,PASS
TEST-D,ckpt21_block_22_ffn_residual,2560,0.98991422,0.541902,0.126159,0.158134,0.141755,YES,PASS
TEST-D,ckpt21_block_23_ffn_residual,2560,0.99161240,0.555084,0.127013,0.159527,0.129251,YES,PASS
TEST-D,ckpt22_final_norm,2560,0.99161240,0.441088,0.103076,0.129519,0.129519,YES,PASS
TEST-D,ckpt23_lm_head_input,2560,0.99161240,0.441088,0.103076,0.129519,0.129519,YES,PASS
TEST-D,ckpt24_logits,65536,0.99863546,0.414205,0.060784,0.076092,0.052781,YES,PASS
